f	type
5	dünyəni
5	tadoz
5	tades
5	but
5	ǰomoxun
5	yəni
5	tə
5	çuğoy
5	biq'eśi
5	yaxun
5	q'adağanbi
5	şoroxal
5	t'ŏğŏlt'un
5	göle
5	dirist
5	bona
5	avabakanan
5	ham
5	azar
5	sun-sunaxun
5	p'yot
5	r
5	əzyət
5	şagirdxoy
5	kəsibxo
5	şoval
5	şəhəri
5	lapi
5	məsələne
5	maq'at'un
5	mot'oğon
5	c'əp
5	k'in
5	tağat'an
5	amdaraxun
5	içeynak
5	exlətebi
5	naraat
5	55
5	kalo
5	coğabt'un
5	upsuna
5	xibimci
5	ğimxo
5	axırınci
5	pulmux
5	uk'az
5	besp
5	t'et'iin
5	kalaluğ
5	best
5	arśa
5	ukala
5	bağışlainşa
5	haqsuz
5	əşləst
5	p'ure
5	koruğ
5	ǰe
5	millətxoy
5	mina
5	tast'una
5	xaçaxun
4	belxun
4	izi
4	çuuxal
4	baksunaxun
4	zəkəriyən
4	ədəten
4	bok'osp'ala
4	mŭqluğ
4	fi
4	əyloğo
4	p'es
4	yaq'ane
4	usumyan
4	əyitmoğoxun
4	kot'aynak'al
4	ŭq
4	tenebu
4	q'an
4	burux
4	harayepi
4	nana
4	əyiti
4	i̇sraili
4	avrahama
4	iša
4	57
4	58
4	59
4	tast'un
4	kot'ay
4	bavaxun
4	fikirə
4	loxoley
4	zorba
4	ak'est
4	c'eğale
4	ğimxost
4	galileyin
4	şəhər
4	körpinə
4	lanexi
4	ga
4	üşe
4	saki
4	nanaxun
4	bask
4	cöybaki
4	sun-suna
4	moiseyi
4	k'anuna
4	śameśene
4	ğarmux
4	alxışbsun
4	buney
4	usen
4	bip
4	ğurux
4	bĕğala
4	haq'ıl
4	k'oyat'un
4	q'amiş
4	oç̆alxo
4	tane
4	baneko
4	bar
4	eysa
4	viçey
4	bezi
4	ams
4	oç̆alane
4	təkc
4	kalaluğa
4	baka
4	t'ŏğŏlxun
4	kalabaki
4	areśi
4	sinagoga
4	next'uniy
4	məsəlinə
4	p'urumal
4	busaluğ
4	şip
4	tortor
4	oç̆ali
4	simoni
4	camaat
4	os
4	lodk'ina
4	samal
4	amdarane
4	xoinšebi
4	amdarxoval
4	afırınney
4	tərsinə
4	fikirbsuna
4	q'amişaki
4	bač'anexune
4	eneçeri
4	biq'sa
4	tanedi
4	amdaral
4	ketər
4	baksuni
4	buruğone
4	i̇uda
4	çurepi
4	bəxt'əvərnan
4	şeymux
4	düşmənxo
4	maba
4	tana
4	zor
4	elmoğoy
4	ağsaq
4	dost'urxo
4	fırıpi
4	hunnu
4	bayan
4	taśey
4	hoo
4	nexnan
4	günax
4	arst'una
4	vĕbaksunen
4	ayizmoğo
4	p'aśśe
4	çupux
4	bəziyo
4	turnoq
4	bəziyorox
4	sabaç̆
4	avuzin
4	şi
4	exlətbsa
4	nəəlki
4	urufa
4	sinagogi
4	bula
4	ap'ost'olxo
4	miya
4	bərkə
4	xaça
4	aç̆esp'ain
4	angelxoy
4	bağat'an
4	kot'in
4	bitot'uxun
4	tərəfe
4	laxala
4	baz
4	i̇ç
4	tağala
4	həmişə
4	betər
4	fŭq
4	mart
4	həysət'in
4	memiyane
4	bakain
4	farisey
4	fariseyxo
4	höndə
4	dövlət
4	boxoy
4	miśik
4	bsuna
4	nəzir
4	ğaç̆
4	baneksa
4	xode
4	ğač
4	xavartaşalxo
4	yerusalim
4	lašk'oy
4	t'it'eri
4	eçanan
4	alabi
4	viçen
4	ukuna
4	balt'un
4	balina
4	əyitmux
4	həzirluğ
4	meyidə
3	hörmətlü
3	yönbəri
3	zəkəriyə
3	yəş
3	bok'osbsun
3	boseśi
3	dünyəne
3	nanay
3	tapane
3	amaq'un
3	buy
3	vĕbaksuna
3	lal
3	bĕğsay
3	məət't'əlt'un
3	manst'ay
3	zaynak
3	q'ončuğone
3	ot
3	nazaret
3	taneśi
3	buybaki
3	hetərə
3	səs
3	zast
3	mŭqluğen
3	vĕbakala
3	nökəri
3	nəsiləxun
3	nəsilə
3	p'ap
3	60
3	nanan
3	61
3	62
3	laxsuna
3	alxışq'an
3	ak'sun
3	bĕğ
3	oç̆ala
3	tamtarağen
3	bə̆ğə̆balnan
3	amdarxoynak
3	pit'oğo
3	mant'undi
3	bə̆ğə̆loy
3	ibakit'oğo
3	bakey
3	c'evk'seynak
3	hesab
3	bakene
3	vĕ
3	i̇sraila
3	saturbĕš
3	ak'inut
3	laxeśi
3	arxayin
3	həzzürbi
3	q'abulbi
3	bakseynak
3	yəşt
3	işq'ara
3	yəşəyinşi
3	afırıp'sun
3	şükürbsun
3	yerusalimi
3	exlət'bsane
3	kalane
3	p'urum
3	tanen
3	mant'unst'ay
3	het'aynak'nan
3	upsun
3	əyite
3	səse
3	c'eysa
3	upsa
3	camaaten
3	ben
3	bakalt'in
3	ukun
3	mabanan
3	bütümə
3	k'ale
3	aruğoy
3	kalaluğbala
3	i̇rodi
3	cür
3	afırık'at'an
3	śiri
3	ğarnu
3	burqat'an
3	i̇akovi
3	qayebaki
3	i̇blisen
3	ǰena
3	iblisen
3	bul
3	şot'oval
3	memiin
3	sinəinş
3	yəymişe
3	zombsane
3	turele
3	qaypi
3	śam
3	uk'alnan
3	k'ən
3	c'eki
3	zorene
3	q'adağanebi
3	azarxo
3	kəybakat'an
3	buq'on
3	lodk'inaxun
3	simona
3	çəli
3	xena
3	amdarzu
3	irəst
3	eça
3	baradan
3	k'anuni
3	p'araliçen
3	bağışlainşebaki
3	buxačuğoxun
3	manu
3	q'ĭye
3	pit
3	günaxkarxo
3	şagirdxonal
3	lašk'oybakala
3	məsələl
3	ak'at'un
3	şinesa
3	çark'est'un
3	c'ovakest
3	bat'an
3	çurekinan
3	afırıpanan
3	mala
3	çurnansa
3	çureğalt'oğo
3	çurt'unsa
3	borca
3	xeyir
3	çöpə
3	durut
3	tani
3	izbaşinen
3	q'alxo
3	goroxe
3	bureqi
3	haneq
3	hərrəminə
3	bĕğen
3	xaçzap
3	q'olayebi
3	bayin
3	bĕğsanan
3	padçağxoy
3	amdare
3	buxacuğoy
3	zapi
3	oşq'ardaz
3	uksane
3	varde
3	xene
3	turmoğost
3	bakiniy
3	avane
3	bakoy
3	dinar
3	çureğale
3	gelene
3	zeytuni
3	q'at
3	bare
3	bunesa
3	məna
3	bitiyorox
3	moroxe
3	şama
3	nanaq
3	viçimux
3	geleluğaxun
3	c'öş
3	vĕbaksun
3	c'eğat'an
3	vaxt'axun
3	buruğoy
3	bŏq
3	tadane
3	exlət't'unbi
3	işq'aren
3	saycət'in
3	camaati
3	saadal
3	q'olaybaksuna
3	ko
3	hat'etər
3	bədənə
3	əşlin
3	şagirdə
3	ext'anan
3	mandanan
3	t'ĭyəmit'oğon
3	šuma
3	cöybi
3	gireśi
3	şagirdxoval
3	ğiyal
3	p'yot'ra
3	muğur
3	işq'arat'un
3	aç̆esp
3	əyitin
3	taysuna
3	əleyinə
3	arux
3	ava
3	mot'oval
3	yerixoya
3	q'onağxoy
3	şeyaxun
3	borşlu
3	çark'est
3	nexe
3	bonaxun
3	baal-zevuli
3	zorenez
3	qə̆vesa
3	əməl
3	bədənəl
3	işiğlu
3	bayinq'un
3	paye
3	sinagogxo
3	aç̆i
3	bavoğon
3	bəzit'oğo
3	śamk'alxo
3	ç̆omoy
3	ç̆omoxun
3	t'et'iyane
3	görəl
3	kalat'oğoy
3	məsələninəne
3	i̇sə
3	şeya
3	eğal
3	c'əyi
3	nökəren
3	cəza
3	cəzinə
3	biq'alo
3	šampi
3	muğes
3	usene
3	ğimxoy
3	xe
3	uk'ale
3	buxaçuğoy
3	bakalnu
3	arśit'oğoy
3	biyəsin
3	viçimoğo
3	q'onşiğo
3	padçağluğast
3	taysa
3	bĕğal
3	bakez
3	qoşt'an
3	tənginə
3	bĕyn
3	lağa
3	uk'alt'un
3	šume
3	günaxkara
3	ölkinə
3	ölkin
3	ext'ibərlu
3	dövlətlu
3	q'əşəng
3	kəsib
3	avrahamen
3	taşala
3	beşi
3	lut
3	ĕqeğale
3	mandale
3	əyloğoval
3	śameśiyorox
3	çuresay
3	zakay
3	zeytun
3	piyexun
3	ğimxone
3	t'ulluğa
3	bakalorox
3	savaxt'an
3	üşenen
3	q'ulluğçi
3	dadalen
3	şurin
3	i̇çuval
3	yevreyxoy
3	galileyanaxun
3	besbsuni
3	suruk
3	gərəmzoğo
3	gərəmzoğoy
2	exlətbi
2	ak'it'oğon
2	piyes
2	tenebuy
2	p'rannayal
2	çöp
2	ganuxun
2	zəkəriyəynak
2	çəşmişe
2	p'ap'ene
2	elizabet'en
2	laxa
2	q'ončuğoynak
2	həzirbaki
2	i̇lyay
2	urufenq
2	tağale
2	angela
2	avabakon
2	haketər
2	çuğoyal
2	vaxunal
2	yaq'abake
2	ğinəl
2	şot'ayal
2	çurp'suna
2	ak'esun
2	əyitey
2	əyeləne
2	xaşast
2	galileyana
2	i̇osif
2	işq'araxun
2	nišanlu
2	yaq'abaki
2	haq'iyonu
2	fikirbsa
2	k'aleğale
2	taxt
2	i̇ak'ovi
2	elizabet'al
2	buxačuğoynak
2	mümkün
2	kap
2	mariyay
2	galepi
2	vast
2	p'ap'suna
2	bəxt'əvər
2	əşurxone
2	eysunal
2	kiin
2	alanebi
2	ams'ine
2	bavoğo
2	muğumci
2	q'oomxoy
2	63
2	i̇oane
2	64
2	muz
2	65
2	66
2	67
2	68
2	69
2	70
2	avabakest
2	71
2	düşmənxoy
2	zore
2	çark
2	yəşəinşala
2	çark'est'uni
2	bok'osp'ale
2	xojine
2	işiğ
2	zorbane
2	çölöne
2	rime
2	i̇udeyina
2	q'onaği
2	çölöt'un
2	q'ĭyene
2	xavarez
2	eçere
2	çark'est'ale
2	xrist'ose
2	nə̆ve
2	angeli
2	q'oşune
2	alloyluğxo
2	irəzi
2	tat'unśi
2	bə̆ğə̆t'unbi
2	bĕğalxon
2	enefsay
2	qoşt'un
2	i̇osifq
2	ĭvelq'an
2	k'anunen
2	əmir
2	göyərçini
2	simeon
2	amdarey
2	bava-nanan
2	eçat'an
2	simeonen
2	q'ujel
2	baskon
2	çark'esuna
2	millətxoynak
2	tamtarağa
2	q'ılınc
2	fikirxo
2	qavuna
2	xanna
2	cəyil
2	səksən
2	üşe-ğena
2	išalayinşaki
2	p'ap'esp
2	avuze
2	axsibayi
2	axsibay
2	fikirbsay
2	ğiluğ
2	taśit'uxun
2	ŭmŭxlaxala
2	bakalazu
2	bava-nanaxun
2	kalaluğbsuni
2	useney
2	p'ap'sa
2	yordan
2	bağışlainşakseynak
2	i̇saya
2	girke
2	həzzürbanan
2	c'ovakala
2	çark'est'una
2	ak'ale
2	zap'eseynak
2	toobina
2	əylux
2	xod
2	gurat
2	amdarenal
2	bakalt'uxun
2	cöybeq'an
2	girbalxonal
2	tapşurbi
2	haq'ala
2	bitot'inal
2	taxıla
2	kiyel
2	haq'suna
2	soğoval
2	zindanane
2	i̇susal
2	zap'eśi
2	göy
2	irəzizu
2	mat't'afiyay
2	i̇uday
2	kaynani
2	şeti
2	noye
2	enoşi
2	q'ırx
2	ğarnusa
2	galane
2	ak'esedi
2	zane
2	tadeśe
2	k'os
2	şeytan
2	irad
2	q'ulluğba
2	yerusalimane
2	xavartaşali
2	girkə
2	əyitmox
2	śameśi
2	avabakest'eynak
2	q'ulluğe
2	çark'esun
2	bayanbseynak
2	çətinluğa
2	arśit'oğon
2	bit'ot'in
2	əyit'moğo
2	teneki
2	i̇lya
2	sidoni
2	şəp't'unśi
2	k'əə
2	nazaret'lu
2	avazu
2	çurpa
2	cinen
2	zərəl
2	mot'in
2	urufxo
2	q'aynako
2	azara
2	q'olayebsay
2	ŭmŭxt'unlaxsay
2	bə̆ğə̆loyluğa
2	torurxoval
2	simonen
2	biq'es
2	əyiten
2	yoldaşxo
2	p'rannal
2	günaxkar
2	çəlin
2	i̇ona
2	bač'anexunt'un
2	sunt'ust
2	ç̆ooq
2	çureğayin
2	cuzamaxun
2	təmize
2	tapşurebi
2	q'urbanxo
2	exlət
2	eysay
2	azaraxun
2	fariseyxoq
2	azarit'oğo
2	q'olaybseynak
2	gane
2	bĕs
2	metərnan
2	tarapa
2	ç̆oye
2	ext'iyər
2	döşəyə
2	azaru
2	əşurxoyan
2	q'onaxluğe
2	fariseyxonq
2	girk
2	burq
2	un
2	afırıt'unne
2	taşalt'un
2	paltaraxun
2	k'ot'or
2	çuki
2	yarayinş
2	tuluğxo
2	finen
2	fine
2	tuluğxone
2	uksuna
2	tadeğala
2	s'iyal
2	kəye
2	tŏğŏl
2	bakalt'oğoval
2	q'aribaki
2	laxsay
2	haq'sa
2	bine
2	kulal
2	süft'in
2	afırıp'seynak
2	üşena
2	s'ine
2	i̇ak'ov
2	laxsa
2	azarxoxun
2	harey
2	urufaxun
2	nifrət
2	bava-kalboğonal
2	hərəkətbe
2	bakalxo
2	k'alnan
2	taşalt'uxun
2	kam
2	tərifənan
2	günaxkarxonal
2	balt'oğo
2	bok'osp'al
2	q'ərər
2	və̆ynak'al
2	t'ĭyəmit'oğo
2	ölçinen
2	ank'sa
2	viçə
2	hetəren
2	uk'on
2	eteneço
2	ambaraxun
2	şeymuxe
2	eğalo
2	biq'ala
2	binorina
2	laxe
2	selen
2	laxeśe
2	binorasuz
2	bist'un
2	bask'eney
2	i̇udeyin
2	millətə
2	biq'est
2	laiğ
2	q'olay
2	bakeq'an
2	tabi
2	t'ĭyəmit
2	enesa
2	vĕluğ
2	c'evk'say
2	i̇šalainşaki
2	çurt'unpi
2	q'erəzt'ay
2	şər
2	tarat'unne
2	təmizt'un
2	it'unbaksa
2	p'uriyorox
2	gözəl
2	tamtaraği
2	yaq'absa
2	bakit'oğoy
2	i̇oanaxun
2	tet'unbi
2	nəsili
2	bazari
2	cinane
2	biq'eśe
2	ğarmoğoy
2	fariseyi
2	çuuxe
2	neğen
2	popen
2	q'arinebi
2	laft'ala
2	taradi
2	t'ĭyəmino
2	əlli
2	bĕğaz
2	düzen
2	bə̆ğə̆be
2	c'əyin
2	günaxxoval
2	şəhərmoğoq
2	xavarane
2	sagalaney
2	cin
2	magdalinaxun
2	yoxanna
2	malaxun
2	gireğat'an
2	bineti
2	bərəkətlu
2	ibakeq'an
2	ke
2	məsəli
2	avabaksune
2	ak'sunen
2	çark'eśes
2	tum
2	bəc'ük't
2	şame
2	bağalt'oğon
2	tenosa
2	zəndbi
2	gölə
2	ĕqĕśi
2	tabit'un
2	gadaraluğoy
2	vaxt'al
2	haraypi
2	diz
2	əmr
2	c'ereq'an
2	döşel
2	bŏq'ŭrxoy
2	boşt'un
2	t'iyanaxun
2	manst'eynak
2	qaybaka
2	tərebi
2	bit'oğo
2	saycə
2	çuuxoy
2	paltari
2	lafedi
2	ozane
2	kalat'ay
2	kalat
2	çark'eğale
2	ŏnŏpi
2	cinurxoy
2	ext'iyəre
2	toray
2	bağaynan
2	ak'est'eynak
2	tozal
2	q'olaybsun
2	soğone
2	ak'seynak
2	besebsay
2	tərba
2	kot'oğo
2	dəst
2	arśevt'unk
2	şükür
2	afırınane
2	mandala
2	əmirebi
2	śamk'alxoy
2	aç̆esp'ale
2	dərden
2	q'azainşi
2	ğarenal
2	i̇ak'ova
2	dünyənexun
2	baksun
2	ibakanan
2	ak'it'oğo
2	əyc'indəri
2	məəllim
2	c'emen
2	q'olaybi
2	mandat'an
2	mane
2	ayizet'un
2	yanal
2	əfçibseynak
2	urufe
2	çark'est'eynak
2	meso
2	gaal
2	t'ĭyəmint
2	tağaz
2	yetmiş
2	ayize
2	əşp'al
2	məhsula
2	torok'al
2	əmin-amanluğ
2	əşp'ala
2	küçəmoğo
2	hal
2	sidonaxun
2	bet'uniy
2	cəhənnəmə
2	mŭq-mŭq
2	s'əq
2	beğanan
2	zora
2	tadal
2	haq'ullu
2	xuri
2	ğaraxun
2	gelet'in
2	śamk'alen
2	miras
2	çureki
2	k'alxoy
2	k'alxon
2	yaralainşi
2	t'etəre
2	elema
2	bafst
2	şeye
2	afırıp'suna
2	oç̆alal
2	üşenin
2	kilit
2	çureğain
2	inaden
2	lazıme
2	qayeğale
2	çureğalt'in
2	göynül
2	padcağluğ
2	divanbal
2	bakalt'un
2	butene
2	śarene
2	exst
2	döş
2	balorox
2	i̇onay
2	ninevin
2	bakenesa
2	ğaral
2	güney
2	padçağen
2	ŭmŭxlaxseynak
2	boşe
2	bədəni
2	şam
2	bakane
2	manst
2	q'oncuğon
2	çölin
2	haq'ılsuzxo
2	tərəfə
2	barabar
2	xeyirq'an
2	insanxoy
2	yaxal
2	zombalxo
2	k'əşin
2	məğbəroxnan
2	besp'alt'un
2	şəp'eğalt'un
2	hametərəl
2	p'iyaxun
2	baysun
2	śamk'alxonq
2	şagirdxone
2	c'ap
2	bes
2	bosala
2	çark'es
2	vaxt'ast
2	dövləti
2	metərez
2	ambarxo
2	biq'oz
2	elmux
2	var-dövləten
2	ömürə
2	vardurxoy
2	çöle
2	əyc
2	şeymoğo
2	serinaxunal
2	paybanan
2	mayanesa
2	qaybakala
2	t'ap
2	q'ulluğ
2	kojin
2	həzzür
2	tast'eynak
2	nökərxoy
2	te
2	bele
2	beğala
2	çureğalt
2	t'ap'eğale
2	haq'eğale
2	bəc'ük'eśi
2	p'ap'amin
2	fikirnanbsa
2	şip'luğ
2	eşt'az
2	q'arşi
2	ketərəl
2	nišanxo
2	və̆ncə
2	biq'ali
2	çalışaka
2	zindana
2	t'ĭyami
2	nubaynan
2	şot'oğollarik
2	əfçibakalnan
2	ganu
2	qə̆veśi
2	meyvə
2	bot
2	bač'ana
2	kalat'in
2	şadbi
2	şeytanen
2	xardali
2	bakinan
2	bayes
2	main
2	tast'ay
2	uk'ain
2	oq'in
2	arśala
2	peq'an
2	tadat'an
2	k'alpa
2	əvəzə
2	maifxo
2	ağsağxo
2	k'ač'iğo
2	eyes
2	usumluğen
2	ukunaxun
2	t'ada
2	bateneko
2	hazar
2	əsk'əren
2	çurpes
2	elçiğo
2	haq'ain
2	bakes
2	doxsan
2	bə̆ğə̆bamin
2	qə̆vteneğon
2	bə̆ğə̆bat'an
2	vuy
2	var-dövlətəxun
2	bavanal
2	tapana
2	mŭqe
2	şərten
2	əyiteśi
2	günaxezbe
2	k'alesuna
2	lapest'anan
2	kökbi
2	p'ureney
2	aç̆eney
2	bə̆ğə̆neśi
2	hikə
2	bakaloval
2	kalaluğbalt'in
2	exest
2	oç̆al
2	k'ojurxo
2	balt'in
2	q'əbizə
2	śampa
2	sot'in
2	arum
2	haqsuzluğ
2	əşləst'al
2	ist'ifadabsuna
2	q'ert'ay
2	q'ulluğbes
2	sot'aynak
2	lağat'un
2	hasande
2	çuğoxun
2	pozğune
2	lazar
2	barala
2	oç̆alaxeśi
2	pulmoğo
2	avraham
2	lazara
2	yaq'aba
2	üstəlik
2	ketəre
2	dənizə
2	ğinast
2	bakiyniy
2	xoda
2	mat'ay
2	dirist'baka
2	harayt'unpi
2	ak'est'anan
2	hevaxt
2	kəyi-ŭt'ŭnxsay
2	lašk'oyt'un
2	əfçinebi
2	i̇nsanxon
2	bari
2	badanan
2	şiin
2	t'esoğo
2	hörmət
2	şamat
2	döşə
2	t'ŏğŏlq'at'un
2	k'ali
2	var-dövlət
2	serine
2	ibakalt'oğon
2	p'ap'ale
2	şotoğonal
2	təhkir
2	ost'aare
2	qayeśeq'an
2	eğamin
2	minan
2	şəhərin
2	şust
2	śila
2	memaçağ
2	səsə
2	ǰeyurxo
2	ŏnŏnepi
2	biq'alt'un
2	vaal
2	bĕinšxon
2	besbseynak
2	yaq't'un
2	göynuxuney
2	uk'ayan
2	əşp'alxo
2	nökəre
2	t'ule
2	əşp'alxon
2	t'api
2	bitala
2	q'ĭt'unbi
2	imp'erat'ora
2	əyelsuz
2	p'uri
2	davam
2	angelxot'un
2	daviden
2	təngəne
2	exlətbat'an
2	oç̆alaxun
2	išalainşakene
2	fürsənt
2	portbsunen
2	ak'alt'un
2	išane
2	ğenaxun
2	p'asxa
